CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Churn
715025208,1,56,F,2,5,1,< Rp 3.000.000,1,46,5,3,3,3119000.0,1778000,1341000.0,4168000,63,0.57,no
709596783,1,46,M,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,34,5,1,2,1611000.0,0,1611000.0,4444000,78,0.0,no
715960308,2,53,F,1,2,0,< Rp 3.000.000,1,44,3,3,3,4090000.0,2517000,1573000.0,2016000,49,0.615,no
716653758,1,55,M,0,4,2,Rp 5.000.000 - Rp 8.000.000,1,36,3,3,3,1467000.0,0,1467000.0,4226000,74,0.0,no
787268733,1,52,F,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,46,5,1,2,2442000.0,1507000,935000.0,4535000,85,0.617,no
789923058,2,53,F,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,44,3,3,3,1816000.0,0,1816000.0,2474000,44,0.0,no
771079833,1,40,F,3,1,2,< Rp 3.000.000,1,27,3,3,3,1438300.0,0,1438300.0,4332000,78,0.0,no
710507733,1,42,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,35,3,3,1,14958000.0,1644000,13314000.0,4038000,68,0.11,no
779269158,2,43,F,2,2,1,Unknown,1,25,4,2,4,21961000.0,0,21961000.0,2237000,39,0.0,no
711627558,1,40,F,3,3,2,< Rp 3.000.000,1,30,5,1,2,1625000.0,912000,713000.0,3968000,73,0.561,no
710536983,1,49,F,0,6,1,< Rp 3.000.000,1,36,6,3,3,3007000.0,2517000,490000.0,4423000,67,0.837,no
712237458,1,47,M,3,4,1,> Rp 15.000.000,1,28,3,2,2,11629000.0,802000,10827000.0,3752000,78,0.069,no
778289883,2,42,F,2,2,3,< Rp 3.000.000,1,32,3,3,3,1507000.0,0,1507000.0,2528000,41,0.0,no
714154533,1,45,F,3,1,2,Unknown,1,36,6,1,2,3111000.0,1994000,1117000.0,4478000,56,0.641,no
803657133,1,60,M,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,54,6,3,3,1848000.0,1408000,440000.0,4757000,75,0.762,no
769053033,2,44,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,38,3,2,5,4142000.0,2517000,1625000.0,2104000,44,0.608,no
713613258,1,46,M,4,1,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,1,2,1438300.0,0,1438300.0,4461000,71,0.0,no
768544833,1,45,F,4,3,2,< Rp 3.000.000,1,39,6,2,3,2202000.0,1414000,788000.0,4531000,77,0.642,no
720782658,1,42,M,4,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,2,3,3591000.0,1749000,1842000.0,5079000,80,0.487,no
768162108,2,49,M,3,5,1,> Rp 15.000.000,1,43,5,3,3,4781000.0,0,4781000.0,2451000,50,0.0,no
710511858,1,58,F,0,4,1,< Rp 3.000.000,1,36,3,3,3,3832000.0,1439000,2393000.0,4741000,88,0.376,no
714516033,1,53,M,3,1,1,> Rp 15.000.000,1,44,4,2,0,9025000.0,1005000,8020000.0,4412000,87,0.111,no
788630958,1,44,M,2,3,2,Rp 3.000.000 - Rp 5.000.000,1,28,3,1,2,11627000.0,0,11627000.0,3264000,67,0.0,no
717646008,1,61,F,1,5,1,Unknown,1,46,6,2,2,5686000.0,0,5686000.0,4338000,67,0.0,no
712290258,1,49,F,1,4,1,< Rp 3.000.000,1,40,5,1,3,2636000.0,1840000,796000.0,4056000,67,0.698,no
716292033,1,37,F,4,1,2,< Rp 3.000.000,1,36,6,2,3,1438300.0,0,1438300.0,4815000,84,0.0,no
780372408,1,43,F,5,1,2,< Rp 3.000.000,1,33,6,2,2,4976000.0,866000,4110000.0,4317000,69,0.174,no
720853158,1,38,F,3,1,2,Unknown,1,24,6,3,3,13951000.0,1607000,12344000.0,4576000,70,0.115,no
823507833,1,44,M,4,1,2,Rp 5.000.000 - Rp 8.000.000,1,40,4,3,2,14370000.0,945000,13425000.0,4510000,79,0.066,no
711111633,1,60,M,1,1,2,Rp 3.000.000 - Rp 5.000.000,3,49,5,2,2,21681000.0,0,21681000.0,3844000,75,0.0,no
709904508,1,59,F,0,6,2,Rp 3.000.000 - Rp 5.000.000,1,40,5,3,3,2634000.0,1644000,990000.0,4190000,71,0.624,no
712022883,1,37,F,2,1,2,Rp 3.000.000 - Rp 5.000.000,1,27,4,1,2,2204000.0,919000,1285000.0,4555000,82,0.417,no
712173108,1,48,F,1,4,3,Rp 3.000.000 - Rp 5.000.000,1,36,3,1,3,2447000.0,1991000,456000.0,4228000,82,0.814,no
714156633,1,60,F,0,4,2,Unknown,1,36,3,3,2,3068000.0,0,3068000.0,4533000,79,0.0,no
714581358,2,48,F,3,2,2,< Rp 3.000.000,1,43,3,3,4,1502000.0,0,1502000.0,2204000,36,0.0,no
713256033,1,39,F,3,3,2,Unknown,1,25,5,3,3,4181000.0,1604000,2577000.0,3955000,74,0.384,no
825831933,1,52,F,3,1,1,< Rp 3.000.000,1,48,4,2,2,3136000.0,1103000,2033000.0,4528000,81,0.352,no
720274158,1,42,F,4,1,1,< Rp 3.000.000,1,35,4,2,2,4478000.0,1700000,2778000.0,3879000,76,0.38,no
772394883,2,60,F,1,3,2,Unknown,1,50,3,6,3,7359000.0,0,7359000.0,2869000,43,0.0,yes
794253108,1,52,M,4,2,2,Rp 3.000.000 - Rp 5.000.000,1,46,3,3,2,13090000.0,0,13090000.0,3851000,78,0.0,no
720899883,1,44,F,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,35,6,2,2,6849000.0,0,6849000.0,3770000,82,0.0,no
714313608,1,36,F,4,3,1,< Rp 3.000.000,1,36,5,3,0,4228000.0,1886000,2342000.0,4356000,74,0.446,no
716602683,1,49,F,3,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,3,3,2,5678000.0,2082000,3596000.0,5092000,70,0.367,no
715928808,1,42,F,2,1,1,< Rp 3.000.000,1,31,3,5,2,3964000.0,1218000,2746000.0,4580000,75,0.307,yes
771899433,2,48,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,37,5,2,4,7970000.0,2434000,5536000.0,1263000,27,0.305,no
714771708,1,36,F,0,5,3,Unknown,1,26,5,3,3,4692000.0,0,4692000.0,4281000,69,0.0,no
709711758,2,45,F,3,3,0,< Rp 3.000.000,1,32,3,2,2,1942000.0,0,1942000.0,1853000,31,0.0,no
721137558,2,40,M,4,2,0,Rp 3.000.000 - Rp 5.000.000,1,28,1,2,3,5821000.0,894000,4927000.0,2011000,42,0.154,no
820268358,1,48,F,4,6,3,< Rp 3.000.000,1,43,4,1,3,2357000.0,1462000,895000.0,4534000,75,0.62,no
709273383,1,54,F,0,4,1,Unknown,1,36,3,1,2,8294000.0,696000,7598000.0,4136000,77,0.084,no
822959133,1,32,F,3,6,1,Rp 3.000.000 - Rp 5.000.000,1,26,4,3,3,3174000.0,2084000,1090000.0,4508000,83,0.657,no
720491958,1,34,F,3,3,2,< Rp 3.000.000,1,36,4,3,3,1438300.0,0,1438300.0,4302000,74,0.0,no
713607108,1,46,F,2,5,0,< Rp 3.000.000,1,31,6,1,2,1852000.0,1428000,424000.0,4486000,61,0.771,no
709729533,2,47,M,3,3,2,Rp 3.000.000 - Rp 5.000.000,1,39,4,3,1,1809000.0,457000,1352000.0,2169000,49,0.253,no
717890583,1,48,F,1,2,0,Rp 3.000.000 - Rp 5.000.000,1,38,4,1,2,3503000.0,1572000,1931000.0,4671000,93,0.449,no
718384233,1,52,M,5,7,2,Rp 3.000.000 - Rp 5.000.000,3,39,4,2,2,17835000.0,868000,16967000.0,4258000,58,0.049,no
713401758,1,45,M,2,3,1,> Rp 15.000.000,1,36,6,2,3,3383000.0,1458000,1925000.0,4897000,75,0.431,no
773257233,1,46,F,4,4,2,< Rp 3.000.000,1,39,4,2,3,7128000.0,1457000,5671000.0,3534000,70,0.204,no
713556033,1,36,F,1,2,1,< Rp 3.000.000,1,22,5,2,3,1438300.0,790000,648300.0,3959000,59,0.549,no
719265108,1,42,F,3,1,1,< Rp 3.000.000,1,33,6,3,2,3815000.0,1190000,2625000.0,4430000,94,0.312,no
778740708,1,39,F,3,2,1,< Rp 3.000.000,1,27,3,3,2,1902000.0,962000,940000.0,4203000,69,0.506,no
710952933,1,43,F,1,3,0,< Rp 3.000.000,1,36,5,2,3,2077000.0,1254000,823000.0,4226000,75,0.604,no
720991833,2,48,F,2,7,1,< Rp 3.000.000,1,36,4,3,4,2514000.0,2090000,424000.0,2603000,53,0.831,no
779954658,1,56,M,4,1,2,Rp 8.000.000 - Rp 15.000.000,1,40,4,3,3,34516000.0,0,34516000.0,4714000,82,0.0,no
714204108,1,45,F,5,2,2,< Rp 3.000.000,1,38,3,3,0,2144000.0,1492000,652000.0,3859000,55,0.696,no
805546308,1,65,F,0,1,2,< Rp 3.000.000,1,56,3,3,2,5951000.0,2517000,3434000.0,4554000,83,0.423,no
716244933,1,54,F,3,1,0,Unknown,1,36,3,5,3,4806000.0,0,4806000.0,4674000,87,0.0,yes
712018233,1,42,F,3,2,2,Unknown,1,34,3,3,3,16612000.0,2517000,14095000.0,4697000,94,0.152,no
802878408,1,53,F,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,47,6,2,2,2799000.0,0,2799000.0,4116000,88,0.0,no
719504433,1,63,M,0,4,2,Rp 3.000.000 - Rp 5.000.000,3,54,4,3,3,18064000.0,1695000,16369000.0,3434000,71,0.094,no
794558658,1,49,F,4,2,1,< Rp 3.000.000,1,34,3,1,3,2560000.0,1430000,1130000.0,4783000,86,0.559,no
711634008,1,42,F,3,3,1,< Rp 3.000.000,1,36,6,2,2,5821000.0,0,5821000.0,4591000,70,0.0,no
708260208,1,43,F,5,3,2,< Rp 3.000.000,1,36,4,3,2,2057000.0,1279000,778000.0,4321000,76,0.622,no
713435058,1,49,F,5,1,0,< Rp 3.000.000,1,42,5,2,3,1972000.0,1489000,483000.0,4715000,66,0.755,no
719656533,1,44,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,6,2,3,2675000.0,0,2675000.0,4149000,79,0.0,no
719709558,1,48,M,3,2,1,Rp 3.000.000 - Rp 5.000.000,1,33,3,1,2,6223000.0,2126000,4097000.0,4518000,79,0.342,no
710311233,1,44,F,4,1,2,Unknown,1,37,3,3,3,7632000.0,0,7632000.0,4498000,86,0.0,no
719216508,1,55,F,1,4,3,< Rp 3.000.000,1,36,5,2,1,3258000.0,2517000,741000.0,4960000,77,0.773,no
713105508,1,46,M,3,1,2,Rp 5.000.000 - Rp 8.000.000,3,29,4,3,3,34516000.0,2040000,32476000.0,3754000,53,0.059,no
710719683,1,49,F,1,1,0,Rp 3.000.000 - Rp 5.000.000,1,43,3,3,2,3054000.0,845000,2209000.0,4460000,88,0.277,no
817892208,1,35,F,2,7,2,< Rp 3.000.000,1,30,5,1,1,1438300.0,0,1438300.0,4006000,72,0.0,no
714102183,2,50,M,3,3,2,> Rp 15.000.000,1,36,1,2,3,7970000.0,2282000,5688000.0,1872000,41,0.286,no
715410783,2,55,F,1,4,2,< Rp 3.000.000,1,36,5,2,3,1836000.0,572000,1264000.0,2400000,34,0.312,no
718202658,1,47,M,3,2,3,> Rp 15.000.000,1,36,3,2,3,9397000.0,795000,8602000.0,5265000,98,0.085,no
719445633,1,60,F,0,3,1,< Rp 3.000.000,1,36,4,2,3,1601000.0,0,1601000.0,4919000,69,0.0,no
709820658,1,45,M,4,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,3,2,3,34516000.0,1170000,33346000.0,3785000,64,0.034,no
718481283,1,51,F,1,1,1,< Rp 3.000.000,1,43,5,1,3,1822000.0,1114000,708000.0,5210000,73,0.611,no
789300408,1,41,M,4,1,1,< Rp 3.000.000,1,30,3,2,2,1614000.0,700000,914000.0,4293000,87,0.434,no
711970533,1,54,F,4,4,1,< Rp 3.000.000,1,41,3,2,0,1491000.0,1349000,142000.0,4365000,71,0.905,no
815088483,1,28,F,1,2,0,< Rp 3.000.000,1,23,4,1,3,2543000.0,1156000,1387000.0,3864000,64,0.455,no
717139608,1,50,F,2,5,0,< Rp 3.000.000,1,36,3,2,3,3462000.0,1817000,1645000.0,4635000,65,0.525,no
717626508,1,44,F,3,2,1,< Rp 3.000.000,1,36,3,3,1,1699000.0,0,1699000.0,5495000,87,0.0,no
767668908,2,46,F,3,2,1,Unknown,1,40,3,4,3,13095000.0,1836000,11259000.0,1552000,32,0.14,yes
712484733,1,47,M,5,4,2,Rp 5.000.000 - Rp 8.000.000,1,32,6,2,3,8823000.0,2517000,6306000.0,4674000,85,0.285,no
716216958,1,48,M,1,3,1,Rp 5.000.000 - Rp 8.000.000,1,42,6,1,1,4429000.0,883000,3546000.0,4386000,63,0.199,no
714246333,2,58,F,4,1,1,Unknown,1,48,1,4,3,5396000.0,1803000,3593000.0,2107000,39,0.334,yes
718693683,1,65,F,0,1,2,Rp 3.000.000 - Rp 5.000.000,1,53,4,1,3,2418000.0,2205000,213000.0,3918000,74,0.912,no
716298633,1,56,F,1,2,2,< Rp 3.000.000,1,47,5,2,3,2086000.0,1792000,294000.0,5774000,84,0.859,no
755661933,2,48,F,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,41,5,3,3,1899000.0,671000,1228000.0,2434000,45,0.353,no
712914783,1,43,M,5,2,2,Rp 3.000.000 - Rp 5.000.000,1,31,4,1,2,7564000.0,0,7564000.0,4743000,82,0.0,no
711240108,1,41,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,31,3,2,2,13116000.0,1225000,11891000.0,4800000,61,0.093,no
721396758,1,35,F,4,7,1,< Rp 3.000.000,1,36,3,1,3,1438300.0,606000,832300.0,5062000,80,0.421,no
715636533,1,48,F,3,1,1,< Rp 3.000.000,1,36,4,1,2,3716000.0,0,3716000.0,4833000,73,0.0,no
711508608,1,50,F,1,4,1,< Rp 3.000.000,1,36,3,5,3,3069000.0,1482000,1587000.0,4351000,74,0.483,yes
716669658,2,51,F,1,1,2,< Rp 3.000.000,1,33,6,3,3,2006000.0,1608000,398000.0,2760000,38,0.802,no
718212633,1,45,F,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,2,1,2948000.0,2232000,716000.0,3635000,79,0.757,no
708357183,1,47,F,3,4,2,< Rp 3.000.000,1,38,4,2,3,1438300.0,0,1438300.0,3511000,64,0.0,no
713629533,1,35,F,1,3,1,< Rp 3.000.000,1,36,3,2,3,1438300.0,670000,768300.0,4321000,83,0.466,no
771450708,1,58,F,3,2,1,Rp 3.000.000 - Rp 5.000.000,1,46,5,3,1,4669000.0,1913000,2756000.0,4363000,73,0.41,no
711311883,1,48,F,2,2,1,< Rp 3.000.000,3,35,5,2,2,13994000.0,0,13994000.0,3299000,63,0.0,no
802673508,2,57,M,2,2,2,> Rp 15.000.000,1,51,3,5,3,8760000.0,0,8760000.0,2460000,39,0.0,yes
708113208,1,53,F,1,1,1,< Rp 3.000.000,1,36,3,2,2,1688000.0,0,1688000.0,4375000,69,0.0,no
788786208,1,46,F,2,5,1,Unknown,1,27,6,3,3,9881000.0,1794000,8087000.0,4725000,85,0.182,no
720043533,1,39,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,26,6,2,0,4534000.0,917000,3617000.0,4211000,66,0.202,no
801083133,1,57,F,4,3,2,< Rp 3.000.000,1,51,5,3,3,3545000.0,1446000,2099000.0,3691000,69,0.408,no
716246733,1,57,F,2,5,2,< Rp 3.000.000,1,49,4,2,2,1857000.0,1528000,329000.0,4681000,71,0.823,no
807157833,1,56,F,4,3,2,Unknown,1,51,5,1,1,3334000.0,1272000,2062000.0,4284000,73,0.382,no
721032633,2,55,F,3,4,2,Rp 3.000.000 - Rp 5.000.000,1,32,5,3,4,2496000.0,1999000,497000.0,2590000,50,0.801,no
828285858,1,41,F,3,5,1,< Rp 3.000.000,1,37,3,1,2,1438300.0,765000,673300.0,4053000,66,0.532,no
718890933,2,45,F,4,7,1,< Rp 3.000.000,1,27,3,2,2,1438300.0,0,1438300.0,2429000,38,0.0,no
711148308,1,52,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,46,4,2,2,9357000.0,1285000,8072000.0,4173000,77,0.137,no
712810233,1,40,F,2,2,1,< Rp 3.000.000,1,36,3,2,3,2423000.0,1674000,749000.0,4258000,80,0.691,no
714098883,1,45,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,5,2,2,1936000.0,1613000,323000.0,4773000,80,0.833,no
779327733,1,43,M,1,2,0,Rp 5.000.000 - Rp 8.000.000,1,25,4,3,3,1783000.0,1014000,769000.0,3861000,81,0.569,no
716364408,1,59,F,0,4,1,< Rp 3.000.000,1,36,4,1,2,1438300.0,0,1438300.0,4155000,62,0.0,no
710461083,1,56,F,2,2,2,< Rp 3.000.000,1,46,4,1,3,1438300.0,0,1438300.0,4333000,84,0.0,no
709306983,1,44,F,2,6,1,< Rp 3.000.000,3,36,6,3,2,10580000.0,1023000,9557000.0,4721000,81,0.097,no
769035933,1,54,F,2,4,2,< Rp 3.000.000,1,48,5,3,2,4597000.0,1316000,3281000.0,3507000,68,0.286,no
813182658,1,49,F,4,1,1,< Rp 3.000.000,1,44,4,2,3,1656000.0,929000,727000.0,4408000,79,0.561,no
781110408,1,39,F,0,1,2,< Rp 3.000.000,1,23,5,3,2,3279000.0,0,3279000.0,5048000,75,0.0,no
818007783,1,49,F,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,44,6,2,3,2578000.0,1590000,988000.0,4683000,89,0.617,no
708862233,1,44,F,4,2,1,Rp 3.000.000 - Rp 5.000.000,1,30,3,3,3,4068000.0,0,4068000.0,5161000,83,0.0,no
714006333,2,42,F,4,2,1,< Rp 3.000.000,1,36,5,2,3,2128000.0,528000,1600000.0,2289000,41,0.248,no
770596458,2,45,F,2,7,1,< Rp 3.000.000,1,31,4,3,4,2704000.0,2262000,442000.0,2362000,39,0.837,no
789392883,1,38,F,3,6,3,< Rp 3.000.000,1,29,4,1,0,1878000.0,1247000,631000.0,4650000,71,0.664,no
803805483,1,46,F,3,5,1,Unknown,1,40,3,3,3,10600000.0,0,10600000.0,4697000,67,0.0,no
709534083,2,58,F,0,3,0,< Rp 3.000.000,1,36,3,2,6,9909000.0,0,9909000.0,1844000,41,0.0,no
710579583,1,57,F,1,2,1,< Rp 3.000.000,1,50,3,2,3,1665000.0,983000,682000.0,4420000,86,0.59,no
708949908,2,50,M,1,2,0,> Rp 15.000.000,1,42,1,3,2,1656000.0,0,1656000.0,2073000,44,0.0,no
711907083,1,53,M,1,1,3,Rp 8.000.000 - Rp 15.000.000,1,36,3,3,4,14111000.0,1034000,13077000.0,2950000,64,0.073,no
718696458,1,52,F,1,2,1,< Rp 3.000.000,1,42,4,2,3,2012000.0,1230000,782000.0,3822000,68,0.611,no
710611683,1,43,F,2,6,1,< Rp 3.000.000,1,31,6,1,1,2837000.0,1807000,1030000.0,4279000,83,0.637,no
721511883,1,40,F,3,2,2,< Rp 3.000.000,1,28,6,2,2,1709000.0,0,1709000.0,4981000,79,0.0,no
779116158,1,49,F,1,4,1,< Rp 3.000.000,1,31,5,2,1,5714000.0,868000,4846000.0,4331000,85,0.152,no
720193533,1,41,M,3,4,1,Rp 5.000.000 - Rp 8.000.000,1,32,4,1,3,5071000.0,1043000,4028000.0,3358000,62,0.206,no
753094533,1,51,M,3,3,1,Rp 8.000.000 - Rp 15.000.000,1,44,3,3,3,24028000.0,0,24028000.0,3531000,73,0.0,no
719545983,1,31,F,2,6,3,Unknown,1,13,5,3,3,13882000.0,0,13882000.0,4798000,82,0.0,no
716494383,1,49,F,3,2,3,Rp 3.000.000 - Rp 5.000.000,1,41,3,2,2,3585000.0,931000,2654000.0,4399000,78,0.26,no
769892058,1,40,M,3,3,2,Rp 8.000.000 - Rp 15.000.000,1,34,4,2,2,9124000.0,2126000,6998000.0,4564000,65,0.233,no
709098108,1,45,F,4,2,1,Unknown,1,35,4,2,2,2705000.0,0,2705000.0,4749000,80,0.0,no
715705683,1,56,F,1,2,2,< Rp 3.000.000,1,36,4,3,2,1936000.0,1101000,835000.0,4578000,70,0.569,no
715724808,1,49,M,3,1,1,Rp 8.000.000 - Rp 15.000.000,1,41,5,2,3,8051000.0,2138000,5913000.0,4370000,83,0.266,no
717123858,1,36,F,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,1,3,3635000.0,1617000,2018000.0,4045000,62,0.445,no
716236683,1,46,F,1,1,1,< Rp 3.000.000,1,37,4,2,2,2532000.0,1487000,1045000.0,4143000,71,0.587,no
771224358,1,54,F,4,4,1,< Rp 3.000.000,1,41,3,1,3,2028000.0,0,2028000.0,4030000,78,0.0,no
779310033,2,42,F,4,7,1,< Rp 3.000.000,1,24,3,2,3,4304000.0,0,4304000.0,1788000,36,0.0,no
710595783,1,46,F,3,2,3,Unknown,1,39,4,1,2,6644000.0,2082000,4562000.0,4659000,76,0.313,no
711409833,1,45,F,5,3,1,< Rp 3.000.000,1,33,3,1,3,1830000.0,650000,1180000.0,4838000,71,0.355,no
721174008,1,37,M,2,3,1,> Rp 15.000.000,1,23,4,3,3,7607000.0,2170000,5437000.0,4495000,77,0.285,no
714192933,2,55,F,3,2,2,< Rp 3.000.000,1,36,3,3,5,2060000.0,0,2060000.0,1976000,44,0.0,no
709632483,1,49,F,2,1,2,< Rp 3.000.000,1,40,3,2,2,1438300.0,906000,532300.0,4457000,84,0.63,no
718431258,1,41,M,4,1,2,Rp 5.000.000 - Rp 8.000.000,1,28,4,3,3,3126000.0,1503000,1623000.0,3662000,74,0.481,no
817029108,1,47,F,4,6,2,Rp 3.000.000 - Rp 5.000.000,1,27,4,6,3,6885000.0,1611000,5274000.0,3804000,67,0.234,yes
796931508,2,42,M,4,1,3,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,4,1871000.0,0,1871000.0,2593000,48,0.0,no
769577358,1,31,F,0,2,2,< Rp 3.000.000,1,17,4,2,3,2787000.0,1761000,1026000.0,4358000,89,0.632,no
815589558,1,50,M,2,6,1,Rp 8.000.000 - Rp 15.000.000,1,45,6,3,2,1867000.0,1478000,389000.0,4097000,70,0.792,no
714287583,2,41,F,3,4,1,< Rp 3.000.000,1,32,3,2,3,1438300.0,0,1438300.0,1852000,38,0.0,no
718975083,2,47,F,4,2,2,< Rp 3.000.000,1,40,6,4,3,2473000.0,0,2473000.0,2133000,44,0.0,yes
715315008,1,40,M,4,6,2,Rp 3.000.000 - Rp 5.000.000,1,30,6,3,2,4640000.0,1555000,3085000.0,3870000,70,0.335,no
779252283,1,47,F,4,1,1,< Rp 3.000.000,1,29,6,3,0,2712000.0,2411000,301000.0,5201000,82,0.889,no
714031083,2,46,F,3,2,3,Unknown,1,30,3,2,1,8869000.0,0,8869000.0,1935000,40,0.0,no
772442883,2,51,F,4,2,1,Unknown,1,41,2,3,5,3853000.0,696000,3157000.0,2443000,38,0.181,no
714533058,1,53,F,3,5,1,< Rp 3.000.000,1,43,4,2,3,1438300.0,721000,717300.0,4606000,86,0.501,no
716570958,2,50,M,3,6,0,Rp 5.000.000 - Rp 8.000.000,1,36,3,2,3,14409000.0,511000,13898000.0,2351000,39,0.035,no
710116833,2,59,F,1,1,2,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,3,1665000.0,0,1665000.0,2748000,40,0.0,no
718586133,1,43,F,3,2,1,< Rp 3.000.000,1,31,6,1,3,2639000.0,0,2639000.0,4892000,85,0.0,no
773322558,1,59,F,2,1,1,< Rp 3.000.000,1,48,6,1,1,2338000.0,1566000,772000.0,3964000,69,0.67,no
714554808,1,51,F,1,2,1,< Rp 3.000.000,1,40,3,3,0,2774000.0,1362000,1412000.0,4802000,91,0.491,no
717903108,1,57,F,1,5,2,Unknown,1,46,6,1,1,4283000.0,488000,3795000.0,4689000,65,0.114,no
815908908,2,47,F,4,3,2,Unknown,1,42,3,4,3,6263000.0,2517000,3746000.0,2613000,50,0.402,yes
771464808,1,35,F,2,2,2,< Rp 3.000.000,1,23,6,3,3,2317000.0,1301000,1016000.0,4161000,71,0.562,no
708234558,1,55,F,2,5,0,< Rp 3.000.000,1,43,5,2,1,2239000.0,1340000,899000.0,4540000,73,0.598,no
715737258,1,41,F,1,5,1,< Rp 3.000.000,1,32,6,3,3,2225000.0,0,2225000.0,4917000,84,0.0,no
710188308,1,51,F,3,2,2,< Rp 3.000.000,1,41,6,2,3,1519000.0,1148000,371000.0,4927000,73,0.756,no
708670608,1,48,F,5,3,1,Unknown,1,36,4,2,3,5495000.0,2200000,3295000.0,5125000,85,0.4,no
714839808,1,51,F,3,2,1,< Rp 3.000.000,1,35,6,1,1,2141000.0,1176000,965000.0,4317000,64,0.549,no
811140933,1,43,F,2,1,1,< Rp 3.000.000,1,29,4,1,2,2616000.0,1786000,830000.0,5219000,63,0.683,no
788937933,1,39,F,3,2,0,< Rp 3.000.000,1,25,3,1,1,5494000.0,1356000,4138000.0,3566000,81,0.247,no
721527858,2,52,F,3,1,1,< Rp 3.000.000,1,40,3,5,1,2003000.0,1735000,268000.0,2343000,42,0.866,yes
718265658,1,47,F,4,3,2,< Rp 3.000.000,1,36,3,1,2,2092000.0,1499000,593000.0,4130000,80,0.717,no
714312708,1,44,M,0,1,2,Rp 5.000.000 - Rp 8.000.000,1,36,6,3,2,6606000.0,2517000,4089000.0,4493000,68,0.381,no
715821183,1,42,F,4,5,1,Unknown,1,23,3,3,2,7102000.0,0,7102000.0,4083000,68,0.0,no
709487058,1,51,F,2,4,1,< Rp 3.000.000,3,36,6,2,3,13812000.0,1132000,12680000.0,3723000,56,0.082,no
712675158,1,56,M,1,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,5,3,2,7075000.0,1676000,5399000.0,4160000,75,0.237,no
826473858,1,44,M,1,5,2,Rp 3.000.000 - Rp 5.000.000,1,40,6,1,2,4274000.0,1680000,2594000.0,4820000,60,0.393,no
817382958,1,47,F,3,1,2,< Rp 3.000.000,1,31,5,1,3,2317000.0,0,2317000.0,4894000,89,0.0,no
712927383,2,51,F,2,3,2,< Rp 3.000.000,1,36,3,3,3,1438300.0,642000,796300.0,1939000,49,0.446,no
712894308,1,47,M,4,1,1,Rp 8.000.000 - Rp 15.000.000,1,37,5,3,3,2888000.0,0,2888000.0,4345000,75,0.0,no
712349808,1,44,F,4,5,2,Unknown,1,34,4,1,2,12310000.0,670000,11640000.0,4176000,76,0.054,no
778780008,1,48,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,3,1622000.0,1249000,373000.0,4164000,66,0.77,no
711430908,2,45,F,4,2,1,< Rp 3.000.000,1,34,3,2,1,1438300.0,0,1438300.0,2153000,35,0.0,no
779670783,1,40,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,1,23,6,2,2,12559000.0,0,12559000.0,4700000,71,0.0,no
718757808,1,56,F,1,3,3,Rp 3.000.000 - Rp 5.000.000,1,46,4,3,3,2929000.0,1287000,1642000.0,3875000,67,0.439,no
779530908,2,48,F,3,4,0,< Rp 3.000.000,1,31,5,2,4,1438300.0,0,1438300.0,1897000,58,0.0,no
716389833,1,50,F,1,4,2,< Rp 3.000.000,1,40,4,1,2,2319000.0,1026000,1293000.0,4099000,74,0.442,no
718469658,1,37,F,2,3,1,Unknown,1,22,4,3,3,7927000.0,996000,6931000.0,4094000,85,0.126,no
809849358,2,55,F,2,2,0,< Rp 3.000.000,1,50,2,6,3,1720000.0,0,1720000.0,2719000,36,0.0,yes
