,CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
4240,712404483,1,49,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,4,3,1,3989000.0,2514000,1475000.0,5189000,82,0.63
4241,717812133,1,33,F,1,2,3,< Rp 3.000.000,1,13,3,1,3,3315000.0,1243000,2072000.0,4006000,65,0.375
4242,714926508,1,52,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,3,45,5,4,2,34516000.0,1938000,32578000.0,2275000,46,0.056
4243,771474108,1,40,F,2,3,1,< Rp 3.000.000,1,28,3,2,2,1794000.0,1019000,775000.0,4455000,63,0.568
4244,709774608,1,51,M,3,4,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,4,5993000.0,1582000,4411000.0,3464000,64,0.264
4245,718802283,1,44,F,3,6,0,< Rp 3.000.000,1,31,3,2,1,8320000.0,0,8320000.0,4128000,82,0.0
4246,711626658,2,62,F,1,1,2,< Rp 3.000.000,1,36,2,3,4,1930000.0,0,1930000.0,1971000,45,0.0
4247,789354783,1,45,F,3,4,2,< Rp 3.000.000,1,32,5,3,0,2329000.0,1465000,864000.0,4286000,86,0.629
4248,720486408,1,55,F,1,3,2,< Rp 3.000.000,1,36,3,3,0,1438300.0,756000,682300.0,4436000,73,0.526
4249,717793983,2,55,M,3,2,2,Rp 3.000.000 - Rp 5.000.000,3,45,2,3,1,18128000.0,0,18128000.0,2503000,49,0.0
4250,718582158,1,48,M,2,4,1,> Rp 15.000.000,1,35,3,3,4,10642000.0,1715000,8927000.0,4183000,74,0.161
4251,713127708,1,38,F,0,3,1,< Rp 3.000.000,1,26,5,1,4,2230000.0,0,2230000.0,3766000,63,0.0
4252,717112533,1,52,F,1,2,3,< Rp 3.000.000,1,42,6,2,0,6946000.0,0,6946000.0,4058000,88,0.0
4253,713681433,1,50,F,2,1,0,Unknown,1,39,5,2,4,9716000.0,874000,8842000.0,5007000,91,0.09
4254,718846008,1,58,F,0,4,1,Unknown,1,36,6,3,1,4377000.0,1500000,2877000.0,3900000,62,0.343
4255,714119283,2,42,F,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,34,3,3,3,2516000.0,0,2516000.0,2257000,51,0.0
4256,713056083,1,52,M,2,1,2,> Rp 15.000.000,1,46,4,2,4,34516000.0,0,34516000.0,4037000,87,0.0
4257,718538958,1,55,F,3,5,2,< Rp 3.000.000,1,43,6,3,4,1844000.0,0,1844000.0,4564000,82,0.0
4258,710353233,1,48,M,3,5,0,Rp 5.000.000 - Rp 8.000.000,1,39,4,3,2,13233000.0,1106000,12127000.0,4288000,47,0.084
4259,713853858,1,41,M,4,4,1,Rp 8.000.000 - Rp 15.000.000,3,31,5,2,2,34516000.0,1433000,33083000.0,2589000,57,0.042
4260,710342508,1,48,F,2,3,1,Rp 3.000.000 - Rp 5.000.000,1,36,3,3,4,1593000.0,0,1593000.0,4004000,76,0.0
4261,787563858,1,50,F,1,2,1,< Rp 3.000.000,1,41,4,2,3,8589000.0,685000,7904000.0,3553000,63,0.08
4262,799239033,2,53,F,3,1,2,Rp 3.000.000 - Rp 5.000.000,1,47,1,3,4,1714000.0,0,1714000.0,2279000,46,0.0
4263,710733183,1,46,M,3,6,3,> Rp 15.000.000,1,36,6,1,2,1438300.0,845000,593300.0,3631000,67,0.587
4264,718489608,1,50,F,4,2,1,< Rp 3.000.000,1,36,6,2,2,2433000.0,1948000,485000.0,4668000,69,0.801
4265,758824608,1,47,M,4,3,1,Rp 8.000.000 - Rp 15.000.000,1,40,5,2,4,21148000.0,1746000,19402000.0,3370000,69,0.083
4266,780984408,1,65,F,0,4,0,< Rp 3.000.000,1,50,3,3,3,7487000.0,1953000,5534000.0,4070000,63,0.261
4267,814483608,2,47,F,4,2,0,< Rp 3.000.000,1,42,1,3,3,5798000.0,2517000,3281000.0,1860000,43,0.434
4268,708848208,1,52,M,3,3,2,Rp 8.000.000 - Rp 15.000.000,1,40,6,3,2,34516000.0,1757000,32759000.0,4223000,81,0.051
4269,719713683,1,52,F,0,2,1,Unknown,1,37,6,2,2,7608000.0,2373000,5235000.0,4921000,81,0.312
4270,715514133,2,44,F,4,2,1,< Rp 3.000.000,1,31,3,3,4,2184000.0,0,2184000.0,1973000,42,0.0
4271,715955208,1,35,F,1,1,2,< Rp 3.000.000,1,26,3,3,2,2189000.0,1833000,356000.0,4530000,72,0.837
4272,794707083,2,50,M,2,5,2,Rp 8.000.000 - Rp 15.000.000,1,44,5,2,4,3495000.0,0,3495000.0,2131000,41,0.0
4273,805313808,2,52,F,3,1,1,Rp 3.000.000 - Rp 5.000.000,1,47,2,2,3,8018000.0,134000,7884000.0,2409000,38,0.017
4274,772922883,2,41,M,3,4,1,Rp 8.000.000 - Rp 15.000.000,1,22,3,3,4,20543000.0,0,20543000.0,1874000,42,0.0
4275,715716333,1,62,F,0,1,2,Unknown,1,50,6,2,2,18819000.0,0,18819000.0,4273000,87,0.0
4276,714502458,1,49,M,3,4,1,Rp 5.000.000 - Rp 8.000.000,1,36,6,2,4,17811000.0,643000,17168000.0,3748000,79,0.036
4277,712444533,1,43,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,2,0,14418000.0,0,14418000.0,3880000,68,0.0
4278,797748708,1,44,M,4,4,2,Rp 8.000.000 - Rp 15.000.000,1,38,5,3,4,3936000.0,2024000,1912000.0,5001000,66,0.514
4279,780203883,1,43,F,3,7,0,Unknown,1,33,6,3,2,5738000.0,0,5738000.0,4375000,73,0.0
4280,720616908,1,54,M,1,3,2,> Rp 15.000.000,1,36,5,1,2,34516000.0,0,34516000.0,3918000,67,0.0
4281,817038333,1,55,F,0,2,1,< Rp 3.000.000,1,40,4,3,4,1513000.0,725000,788000.0,4042000,72,0.479
4282,713333433,2,49,M,3,3,3,Rp 5.000.000 - Rp 8.000.000,1,41,3,4,4,18075000.0,0,18075000.0,1477000,30,0.0
4283,710820783,1,45,F,4,2,1,Unknown,1,36,6,1,2,5989000.0,0,5989000.0,4246000,78,0.0
4284,720338658,1,56,F,3,6,2,< Rp 3.000.000,1,42,3,2,2,2490000.0,1623000,867000.0,2998000,60,0.652
4285,803938908,1,49,F,4,3,2,< Rp 3.000.000,1,44,4,2,2,2659000.0,0,2659000.0,4546000,81,0.0
4286,787921383,2,53,M,0,1,2,> Rp 15.000.000,3,44,2,4,4,34516000.0,2297000,32219000.0,1461000,43,0.067
4287,787849833,1,49,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,40,4,2,0,13490000.0,1672000,11818000.0,4205000,75,0.124
4288,721143258,1,46,M,1,1,2,Rp 3.000.000 - Rp 5.000.000,1,33,6,4,3,1664000.0,798000,866000.0,4804000,66,0.48
4289,709335558,1,49,M,3,3,1,> Rp 15.000.000,1,37,6,3,3,7753000.0,1643000,6110000.0,3367000,65,0.212
4290,806619333,1,36,F,3,1,2,< Rp 3.000.000,1,31,4,2,3,2909000.0,2085000,824000.0,5154000,80,0.717
4291,719378658,1,57,M,3,2,0,Rp 8.000.000 - Rp 15.000.000,3,36,6,3,4,34516000.0,1384000,33132000.0,4745000,69,0.04
4292,720670458,1,52,F,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,45,3,1,3,3476000.0,1560000,1916000.0,3496000,58,0.449
4293,716955783,1,52,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,2,2,16026000.0,1160000,14866000.0,4418000,59,0.072
4294,817970208,1,45,M,1,3,0,< Rp 3.000.000,1,40,4,3,2,2705000.0,1334000,1371000.0,4501000,67,0.493
4295,708506508,1,54,M,3,1,1,> Rp 15.000.000,1,43,5,3,2,2884000.0,1144000,1740000.0,4887000,90,0.397
4296,750147483,1,49,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,37,6,1,4,24299000.0,2517000,21782000.0,5320000,62,0.104
4297,715540233,1,43,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,34,6,1,2,20755000.0,2276000,18479000.0,4615000,79,0.11
4298,807584958,2,50,M,3,3,1,Rp 5.000.000 - Rp 8.000.000,1,45,2,2,5,21096000.0,0,21096000.0,1882000,39,0.0
4299,720686583,1,46,M,3,1,0,> Rp 15.000.000,1,37,5,3,4,6457000.0,0,6457000.0,4487000,73,0.0
4300,820637433,1,45,F,3,1,1,< Rp 3.000.000,1,40,5,2,3,1603000.0,0,1603000.0,4041000,66,0.0
4301,716346183,1,43,F,3,4,0,Unknown,1,37,3,6,3,9051000.0,1557000,7494000.0,4169000,72,0.172
4302,715405758,2,50,F,1,1,2,Unknown,1,42,5,0,4,10057000.0,0,10057000.0,2383000,42,0.0
4303,710094108,1,33,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,27,6,2,3,2043000.0,1725000,318000.0,5212000,79,0.844
4304,713168733,1,65,F,0,4,2,< Rp 3.000.000,1,56,6,3,3,2802000.0,2403000,399000.0,3887000,61,0.858
4305,708614058,1,56,F,2,2,0,< Rp 3.000.000,1,45,4,2,4,1960000.0,1690000,270000.0,3870000,67,0.862
4306,718088133,1,40,F,3,4,0,< Rp 3.000.000,1,36,6,1,0,2348000.0,1061000,1287000.0,1901000,27,0.452
4307,720614658,1,40,M,2,1,0,Rp 5.000.000 - Rp 8.000.000,1,25,6,4,2,2978000.0,0,2978000.0,3879000,95,0.0
4308,716695533,1,49,F,3,5,1,< Rp 3.000.000,1,29,3,3,3,2017000.0,1557000,460000.0,3875000,75,0.772
4309,717091533,1,29,F,1,2,2,Unknown,1,36,5,2,3,13613000.0,1172000,12441000.0,4253000,84,0.086
4310,713231658,1,45,F,2,7,2,< Rp 3.000.000,1,33,6,2,3,5553000.0,1117000,4436000.0,3744000,52,0.201
4311,715675458,1,51,M,1,1,3,Rp 8.000.000 - Rp 15.000.000,1,41,6,1,2,6346000.0,578000,5768000.0,3837000,85,0.091
4312,712463883,1,45,M,2,4,1,> Rp 15.000.000,3,38,4,2,3,34516000.0,1406000,33110000.0,3342000,63,0.041
4313,708489258,1,40,F,3,2,1,< Rp 3.000.000,1,27,5,3,3,1438300.0,988000,450300.0,3561000,72,0.687
4314,708403308,1,37,M,3,4,2,Rp 3.000.000 - Rp 5.000.000,3,24,3,1,3,15133000.0,1663000,13470000.0,4392000,68,0.11
4315,769684158,1,42,M,4,5,2,Rp 3.000.000 - Rp 5.000.000,1,36,3,3,2,2502000.0,1488000,1014000.0,3763000,75,0.595
4316,710349258,1,45,F,3,1,2,< Rp 3.000.000,1,36,3,2,2,2589000.0,2052000,537000.0,4133000,68,0.793
4317,713940033,1,47,F,3,2,2,< Rp 3.000.000,1,36,5,1,3,2049000.0,1460000,589000.0,3514000,79,0.713
4318,713482608,1,47,M,4,5,1,Rp 3.000.000 - Rp 5.000.000,1,35,6,1,2,3560000.0,751000,2809000.0,4060000,79,0.211
4319,714571008,1,49,F,3,4,1,< Rp 3.000.000,1,36,3,2,3,1438300.0,0,1438300.0,4553000,78,0.0
4320,715354008,1,43,M,3,2,3,> Rp 15.000.000,1,36,6,1,2,25937000.0,0,25937000.0,3785000,68,0.0
4321,819363708,1,43,M,1,6,2,Rp 5.000.000 - Rp 8.000.000,1,38,4,2,3,2387000.0,1482000,905000.0,3909000,67,0.621
4322,712014708,1,48,M,4,2,1,< Rp 3.000.000,1,36,4,1,2,2912000.0,1501000,1411000.0,4518000,90,0.515
4323,788717358,1,53,M,2,3,2,Rp 5.000.000 - Rp 8.000.000,1,38,3,2,2,7062000.0,1255000,5807000.0,3432000,68,0.178
4324,710413533,1,56,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,51,3,3,3,12186000.0,1080000,11106000.0,4785000,66,0.089
4325,718515483,2,64,M,0,2,2,< Rp 3.000.000,1,52,2,3,5,3570000.0,2517000,1053000.0,3289000,47,0.705
4326,715059258,1,38,F,3,7,2,Unknown,1,32,6,4,4,3072000.0,1970000,1102000.0,4245000,82,0.641
4327,713852958,1,51,F,2,2,2,Unknown,3,41,5,3,3,31501000.0,1810000,29691000.0,3893000,81,0.057
4328,767835558,1,42,F,2,4,1,< Rp 3.000.000,1,36,5,1,3,5928000.0,2517000,3411000.0,3536000,69,0.425
4329,721531683,1,44,F,4,2,2,Unknown,1,36,3,1,3,8482000.0,0,8482000.0,4076000,81,0.0
4330,720660558,1,50,M,2,3,1,> Rp 15.000.000,1,36,4,3,4,23911000.0,2100000,21811000.0,4770000,89,0.088
4331,814845933,1,62,M,0,2,2,Rp 8.000.000 - Rp 15.000.000,1,56,4,3,3,1438300.0,0,1438300.0,3628000,74,0.0
4332,773155533,1,49,F,3,4,2,< Rp 3.000.000,1,42,5,3,3,3261000.0,814000,2447000.0,4739000,89,0.25
4333,711199908,1,41,M,2,2,2,Rp 5.000.000 - Rp 8.000.000,1,30,3,1,2,2317000.0,1232000,1085000.0,3057000,71,0.532
4334,721398858,1,43,M,2,4,2,> Rp 15.000.000,1,34,5,3,4,33913000.0,0,33913000.0,4160000,76,0.0
4335,715664808,2,43,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,30,3,3,3,34516000.0,0,34516000.0,2427000,51,0.0
4336,715500558,1,45,F,3,2,1,Unknown,1,36,3,1,4,1637000.0,774000,863000.0,4120000,78,0.473
4337,719239158,1,48,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,39,4,3,2,5448000.0,0,5448000.0,3912000,72,0.0
4338,820633833,1,64,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,56,5,2,4,5152000.0,948000,4204000.0,4074000,72,0.184
4339,720551733,2,46,F,4,7,1,Unknown,1,26,3,3,6,15195000.0,0,15195000.0,2631000,41,0.0
4340,718487958,1,53,F,2,1,1,< Rp 3.000.000,1,41,5,3,0,2799000.0,1303000,1496000.0,3971000,76,0.466
4341,710533233,2,38,F,1,2,1,< Rp 3.000.000,1,29,3,3,4,1438300.0,0,1438300.0,2139000,47,0.0
4342,778878633,1,51,M,3,4,1,Rp 8.000.000 - Rp 15.000.000,1,32,6,3,1,1817000.0,885000,932000.0,3400000,67,0.487
4343,720197058,2,47,F,3,2,3,Unknown,1,33,1,3,4,3443000.0,0,3443000.0,2505000,45,0.0
4344,716317458,2,51,F,2,6,2,< Rp 3.000.000,1,36,3,3,3,4281000.0,0,4281000.0,1723000,44,0.0
4345,718569258,1,56,F,2,4,1,< Rp 3.000.000,1,36,5,3,3,2029000.0,974000,1055000.0,4170000,73,0.48
4346,711649908,1,33,F,3,2,1,Unknown,1,15,5,3,2,1438300.0,1055000,383300.0,4208000,67,0.734
4347,720879708,1,52,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,44,3,2,4,28186000.0,1308000,26878000.0,2853000,64,0.046
4348,815761908,1,46,F,3,4,1,Unknown,3,41,6,3,2,34516000.0,0,34516000.0,3722000,72,0.0
4349,711850533,1,46,F,4,3,2,Unknown,1,36,5,1,4,3818000.0,0,3818000.0,4272000,71,0.0
4350,721028283,1,40,F,4,1,1,Rp 3.000.000 - Rp 5.000.000,1,28,4,1,3,11494000.0,1160000,10334000.0,3353000,86,0.101
4351,710763783,1,49,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,32,4,1,3,28142000.0,762000,27380000.0,3676000,47,0.027
4352,720432858,1,40,F,4,6,1,< Rp 3.000.000,1,36,4,1,3,2316000.0,1510000,806000.0,3471000,63,0.652
4353,772525308,1,43,M,3,5,2,Rp 3.000.000 - Rp 5.000.000,1,33,5,2,4,10533000.0,1689000,8844000.0,3651000,69,0.16
4354,767354208,1,48,M,4,2,1,Rp 8.000.000 - Rp 15.000.000,1,41,4,2,1,14322000.0,0,14322000.0,3993000,75,0.0
4355,715670058,1,50,M,3,2,1,> Rp 15.000.000,1,38,5,2,4,34516000.0,1662000,32854000.0,3806000,76,0.048
4356,713856708,1,48,M,4,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,1,2,6798000.0,2517000,4281000.0,4327000,79,0.37
4357,758086458,1,46,F,3,2,1,Unknown,1,39,3,3,4,1438300.0,0,1438300.0,4111000,62,0.0
4358,717035283,2,46,M,1,2,2,Rp 5.000.000 - Rp 8.000.000,1,37,2,3,4,2445000.0,848000,1597000.0,2216000,39,0.347
4359,709604958,1,51,F,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,3,3,4,2585000.0,1847000,738000.0,3480000,64,0.715
4360,714931458,1,52,F,2,6,2,Unknown,1,42,3,2,3,1438300.0,0,1438300.0,4102000,78,0.0
4361,711047658,1,46,F,3,1,1,< Rp 3.000.000,1,38,4,2,2,1781000.0,1315000,466000.0,4775000,83,0.738
4362,718110858,2,42,M,4,4,1,Rp 3.000.000 - Rp 5.000.000,1,36,2,3,5,1606000.0,0,1606000.0,2628000,41,0.0
4363,716385858,1,42,F,4,2,1,< Rp 3.000.000,1,28,5,2,4,2205000.0,1245000,960000.0,4921000,90,0.565
4364,708812133,1,49,F,3,2,1,Unknown,1,39,5,3,0,2270000.0,1647000,623000.0,4110000,75,0.726
4365,787655058,1,44,F,2,3,2,< Rp 3.000.000,1,37,5,2,3,2568000.0,1875000,693000.0,4254000,85,0.73
4366,803113383,2,55,F,1,3,2,< Rp 3.000.000,1,49,3,4,3,3292000.0,0,3292000.0,2222000,54,0.0
4367,721273008,2,54,F,1,5,3,< Rp 3.000.000,3,43,6,3,4,10797000.0,1252000,9545000.0,1739000,38,0.116
4368,715762083,1,46,M,0,3,2,Rp 5.000.000 - Rp 8.000.000,3,36,6,3,2,30501000.0,2030000,28471000.0,2525000,45,0.067
4369,711629733,1,45,F,2,2,1,< Rp 3.000.000,1,34,5,3,1,5371000.0,1499000,3872000.0,3282000,66,0.279
4370,718410258,1,37,M,3,1,3,Rp 8.000.000 - Rp 15.000.000,1,28,5,4,4,13441000.0,0,13441000.0,4207000,80,0.0
4371,719745558,1,52,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,36,4,2,2,9137000.0,1729000,7408000.0,4626000,77,0.189
4372,820282383,2,45,F,2,2,1,< Rp 3.000.000,1,40,6,3,3,5848000.0,2517000,3331000.0,2000000,32,0.43
4373,793543758,1,47,M,2,2,2,> Rp 15.000.000,1,41,3,2,4,10614000.0,784000,9830000.0,4601000,77,0.074
4374,778224858,1,42,F,2,5,3,Unknown,1,32,3,3,4,4035000.0,1003000,3032000.0,4589000,89,0.249
4375,712555233,1,59,F,0,2,2,Rp 3.000.000 - Rp 5.000.000,1,48,4,1,2,4205000.0,710000,3495000.0,2023000,38,0.169
4376,718516533,1,46,F,2,2,2,< Rp 3.000.000,1,36,6,2,3,2586000.0,2196000,390000.0,3944000,78,0.849
4377,708923658,1,41,F,3,4,3,< Rp 3.000.000,1,28,3,2,2,7234000.0,1420000,5814000.0,4466000,92,0.196
4378,717708783,1,57,M,2,2,2,> Rp 15.000.000,3,51,6,3,4,34516000.0,1417000,33099000.0,4303000,77,0.041
4379,780688383,1,35,M,1,2,3,Rp 8.000.000 - Rp 15.000.000,1,24,4,2,3,21114000.0,0,21114000.0,3534000,56,0.0
4380,718821783,1,53,M,1,4,1,Rp 3.000.000 - Rp 5.000.000,1,48,4,1,3,2522000.0,1704000,818000.0,4697000,73,0.676
4381,718163808,1,37,M,1,2,2,Rp 8.000.000 - Rp 15.000.000,1,24,6,3,4,11309000.0,0,11309000.0,4809000,71,0.0
4382,712693908,2,43,M,3,2,1,> Rp 15.000.000,1,31,2,4,1,13883000.0,783000,13100000.0,1871000,32,0.056
4383,711286533,1,43,M,3,2,3,Rp 5.000.000 - Rp 8.000.000,1,31,5,1,2,13448000.0,0,13448000.0,5067000,62,0.0
4384,711655683,1,55,M,1,3,2,Rp 5.000.000 - Rp 8.000.000,3,46,4,2,4,25991000.0,0,25991000.0,2996000,62,0.0
4385,718188858,1,52,F,0,2,2,< Rp 3.000.000,1,36,5,1,2,2537000.0,1097000,1440000.0,4964000,84,0.432
4386,718514283,1,46,M,4,1,2,Rp 3.000.000 - Rp 5.000.000,1,36,5,2,2,1438300.0,794000,644300.0,3895000,67,0.552
4387,708642708,2,40,F,2,3,1,Unknown,1,36,3,2,3,13019000.0,0,13019000.0,1484000,33,0.0
4388,811475733,2,53,F,1,5,1,Rp 3.000.000 - Rp 5.000.000,1,48,2,2,3,3339000.0,0,3339000.0,2432000,48,0.0
4389,712089108,1,49,M,3,3,0,Rp 8.000.000 - Rp 15.000.000,1,37,6,3,3,28390000.0,1141000,27249000.0,4631000,76,0.04
4390,710761533,1,44,M,2,2,3,Rp 8.000.000 - Rp 15.000.000,1,33,3,2,3,23665000.0,1624000,22041000.0,4190000,87,0.069
4391,714963558,1,46,M,3,2,2,Rp 3.000.000 - Rp 5.000.000,1,36,4,2,3,1438300.0,0,1438300.0,4374000,71,0.0
4392,714834258,1,43,F,4,1,3,< Rp 3.000.000,1,36,5,2,4,2459000.0,1127000,1332000.0,4343000,83,0.458
4393,713788083,2,28,F,1,2,2,< Rp 3.000.000,1,36,4,2,5,1624000.0,0,1624000.0,1897000,35,0.0
4394,719583558,1,49,F,3,3,1,Rp 3.000.000 - Rp 5.000.000,1,40,6,2,3,8900000.0,1700000,7200000.0,4710000,70,0.191
4395,744705408,1,48,F,4,2,2,Unknown,1,41,5,3,2,5239000.0,1172000,4067000.0,4241000,61,0.224
4396,713240133,1,42,F,3,1,1,< Rp 3.000.000,1,36,4,3,1,9351000.0,1482000,7869000.0,5099000,60,0.158
4397,815015283,1,43,F,4,2,1,< Rp 3.000.000,1,38,4,2,2,2655000.0,1650000,1005000.0,4025000,62,0.621
4398,718072758,1,51,M,2,6,1,> Rp 15.000.000,1,45,5,2,1,3173000.0,2517000,656000.0,4030000,73,0.793
4399,709127808,1,48,M,3,6,0,Rp 5.000.000 - Rp 8.000.000,1,35,5,2,1,6243000.0,1331000,4912000.0,3502000,57,0.213
4400,715080258,1,37,F,1,1,2,Unknown,1,36,3,2,3,6730000.0,1093000,5637000.0,4814000,89,0.162
4401,709567758,1,40,F,3,3,1,< Rp 3.000.000,1,29,4,1,2,2490000.0,2225000,265000.0,3339000,71,0.894
4402,780067158,2,51,F,2,3,2,< Rp 3.000.000,1,36,2,3,3,1746000.0,1107000,639000.0,1907000,47,0.634
4403,715357308,1,44,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,1,2,4141000.0,1424000,2717000.0,3512000,65,0.344
4404,720559908,1,58,F,2,3,0,< Rp 3.000.000,3,46,6,1,4,11684000.0,653000,11031000.0,4900000,61,0.056
4405,720339558,1,47,F,2,2,2,< Rp 3.000.000,1,36,3,1,2,2363000.0,494000,1869000.0,3887000,71,0.209
4406,809599158,2,48,M,4,3,2,Rp 8.000.000 - Rp 15.000.000,3,43,2,3,4,34516000.0,0,34516000.0,1626000,28,0.0
4407,793269933,1,46,M,3,2,3,Rp 5.000.000 - Rp 8.000.000,3,40,6,3,2,28829000.0,0,28829000.0,4540000,78,0.0
4408,809978733,1,33,F,2,1,2,Rp 3.000.000 - Rp 5.000.000,1,28,3,2,3,1438300.0,746000,692300.0,4415000,77,0.519
4409,788996058,1,47,F,2,1,1,< Rp 3.000.000,1,34,4,2,4,2730000.0,1970000,760000.0,3841000,69,0.722
4410,712575708,1,55,F,2,1,1,< Rp 3.000.000,1,36,5,1,4,1994000.0,1175000,819000.0,4455000,82,0.589
4411,789625383,1,48,M,3,3,1,Rp 8.000.000 - Rp 15.000.000,1,42,4,3,3,9727000.0,1626000,8101000.0,3543000,62,0.167
4412,719730258,1,41,M,4,3,0,Rp 5.000.000 - Rp 8.000.000,3,36,4,2,3,33771000.0,0,33771000.0,3819000,75,0.0
4413,793717608,1,39,M,0,7,2,Rp 5.000.000 - Rp 8.000.000,1,33,6,2,0,10452000.0,1120000,9332000.0,3592000,79,0.107
4414,709798908,2,45,F,4,4,2,< Rp 3.000.000,1,32,3,3,4,2858000.0,0,2858000.0,2611000,43,0.0
4415,716077458,1,46,M,3,3,1,Rp 3.000.000 - Rp 5.000.000,1,36,4,2,4,4707000.0,1121000,3586000.0,3188000,71,0.238
4416,813435108,1,49,F,1,2,2,< Rp 3.000.000,1,44,5,2,1,3537000.0,0,3537000.0,4726000,78,0.0
4417,708084558,2,46,M,3,7,0,Rp 8.000.000 - Rp 15.000.000,1,38,6,3,3,8258000.0,1771000,6487000.0,1447000,23,0.214
4418,719880408,1,46,F,4,2,1,< Rp 3.000.000,1,35,6,3,1,3072000.0,1611000,1461000.0,3992000,57,0.524
4419,719343633,1,48,M,3,1,3,< Rp 3.000.000,1,38,4,3,3,8892000.0,889000,8003000.0,4900000,89,0.1
4420,718711158,2,52,M,3,2,1,> Rp 15.000.000,1,36,1,2,3,3841000.0,2517000,1324000.0,2680000,51,0.655
4421,717443658,1,37,F,0,2,0,Rp 3.000.000 - Rp 5.000.000,1,28,4,3,1,1920000.0,0,1920000.0,4715000,81,0.0
4422,715976433,1,42,M,3,1,3,< Rp 3.000.000,1,31,4,2,4,7802000.0,1885000,5917000.0,4212000,75,0.242
4423,719038008,1,48,F,4,2,2,< Rp 3.000.000,1,35,3,2,2,1705000.0,1192000,513000.0,4862000,41,0.699
4424,709143183,2,52,F,2,7,1,Rp 3.000.000 - Rp 5.000.000,1,43,3,2,4,1822000.0,1605000,217000.0,2538000,39,0.881
4425,710186958,1,45,F,3,4,2,Unknown,1,32,6,3,4,9294000.0,2000000,7294000.0,4431000,82,0.215
4426,709274583,1,40,M,2,1,1,> Rp 15.000.000,1,27,5,3,1,12248000.0,1323000,10925000.0,4806000,91,0.108
4427,816864483,1,39,F,4,3,2,Rp 3.000.000 - Rp 5.000.000,1,34,4,2,2,10264000.0,803000,9461000.0,4003000,74,0.078
4428,708271833,1,42,M,3,2,2,Rp 3.000.000 - Rp 5.000.000,3,36,3,2,3,15069000.0,1843000,13226000.0,3464000,67,0.122
4429,821759658,2,41,F,4,1,0,Rp 3.000.000 - Rp 5.000.000,1,37,3,2,3,4650000.0,204000,4446000.0,2014000,54,0.044
4430,820920408,1,53,F,2,2,2,< Rp 3.000.000,1,48,3,2,2,3685000.0,0,3685000.0,4012000,59,0.0
4431,718403358,1,49,F,2,1,0,Rp 3.000.000 - Rp 5.000.000,1,33,4,2,1,7231000.0,2517000,4714000.0,3912000,67,0.348
4432,713476758,1,44,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,32,4,1,1,10007000.0,1586000,8421000.0,4309000,77,0.158
4433,720690933,1,52,M,4,3,1,Rp 5.000.000 - Rp 8.000.000,1,39,5,1,3,2641000.0,1584000,1057000.0,4279000,67,0.6
4434,719252583,1,29,F,1,1,2,< Rp 3.000.000,1,20,4,2,1,3095000.0,1488000,1607000.0,4642000,92,0.481
4435,712783083,2,48,F,4,1,1,< Rp 3.000.000,1,37,1,2,3,3607000.0,0,3607000.0,2013000,35,0.0
4436,771204108,1,36,F,2,3,2,Unknown,1,23,3,1,0,1954000.0,1179000,775000.0,3896000,67,0.603
4437,817247658,1,45,M,3,1,3,Rp 5.000.000 - Rp 8.000.000,1,27,6,2,3,21317000.0,0,21317000.0,3814000,67,0.0
4438,821749608,2,41,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,37,3,3,3,19402000.0,0,19402000.0,1937000,51,0.0
4439,714389883,1,45,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,3,1,8063000.0,1485000,6578000.0,4275000,77,0.184
4440,713648208,1,40,F,2,2,3,Rp 3.000.000 - Rp 5.000.000,1,32,6,2,2,3097000.0,2409000,688000.0,4624000,86,0.778
